bldg_id,County,ASHRAE IECC Climate Zone 2004,Occupants,Vintage,Bedrooms,Floor Area SqFt,Geometry Stories,Geometry Garage,Windows,Window Areas,Infiltration,Lighting,Insulation Foundation Wall,Insulation Wall,Insulation Ceiling,Insulation Roof,Insulation Floor,Insulation Rim Joist,HVAC Heating Fuel,HVAC Heating Efficiency,HVAC Cooling Efficiency,Usage Level,Roof Material,Cooling Setpoint,Heating Setpoint,Dishwasher,Cooking Range,Plug Loads,Clothes Dryer,Clothes Washer,Refrigerator,Water Heater Efficiency,Hot Water Fixtures
417166,G0600790,3C,4,<1940,2,881,2,1 Car,"Single, Clear, Non-metal",F12 B12 L12 R12,30 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",R-30,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Electricity,"Electric Baseboard, 100% Efficiency","Room AC, EER 10.7",Low,Wood Shingles,70F,65F,None,Electric Resistance,94%,Propane,Standard,EF 15.9,Natural Gas Standard,50% Usage
380623,G0600790,3C,3,1990s,5,1698,2,2 Car,"Double, Clear, Metal, Air",F9 B9 L9 R9,20 ACH50,100% Incandescent,Uninsulated,"Wood Stud, R-11",None,"Finished, R-38",Ceiling R-19,Uninsulated,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 8",Low,Composition Shingles,76F,62F,318 Rated kWh,Propane,94%,Gas,Standard,EF 19.9,Electric Premium,50% Usage
454738,G0600790,3C,4,1950s,3,881,1,1 Car,"Single, Clear, Metal",F12 B12 L12 R12,15 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",High,"Asphalt Shingles, Medium",60F,68F,290 Rated kWh,Gas,94%,Gas,EnergyStar,EF 15.9,Natural Gas Standard,200% Usage
26930,G0601110,3C,2,1950s,3,1228,1,1 Car,"Single, Clear, Non-metal",F9 B9 L9 R9,40 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE",None,Medium,"Asphalt Shingles, Medium",70F,68F,None,Electric Resistance,94%,Electric,EnergyStar,EF 6.7,Natural Gas Premium,100% Usage
239038,G0601110,3C,2,1960s,3,1228,2,None,"Double, Clear, Metal, Air",F18 B18 L18 R18,25 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-38",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","Room AC, EER 9.8",Low,"Tile, Clay or Ceramic",60F,70F,318 Rated kWh,Electric Induction,94%,Gas,Standard,EF 10.2,Natural Gas Standard,50% Usage
339868,G0601110,3C,6,1960s,4,2179,2,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,20 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-13",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 76% AFUE","AC, SEER 10",Medium,"Tile, Concrete",80F,70F,318 Rated kWh,Gas,94%,Electric,EnergyStar,EF 17.6,Natural Gas Premium,100% Usage
398617,G0601110,3C,4,<1940,4,2179,2,None,"Double, Clear, Metal, Air",F30 B30 L30 R30,25 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",Uninsulated,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",Medium,Composition Shingles,65F,60F,290 Rated kWh,Gas,94%,Electric,EnergyStar,EF 17.6,Natural Gas Tankless,100% Usage
261517,G0601110,3C,3,1990s,3,1228,1,1 Car,"Double, Clear, Metal, Air",F9 B9 L9 R9,25 ACH50,100% LED,Uninsulated,"Wood Stud, R-19",None,"Finished, R-13",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",78F,70F,290 Rated kWh,Gas,94%,Gas,Standard,EF 21.9,Natural Gas Premium,100% Usage
284959,G0601110,3C,3,1970s,5,2678,1,None,"Double, Clear, Non-metal, Air",F12 B12 L12 R12,5 ACH50,100% LED,Uninsulated,"Wood Stud, R-7",None,"Finished, R-30",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Low,Composition Shingles,70F,65F,290 Rated kWh,Electric Resistance,94%,Gas,EnergyStar,EF 17.6,Natural Gas Premium,50% Usage
359866,G0600890,3B,4,1990s,3,1698,1,2 Car,"Double, Clear, Non-metal, Air",F18 B18 L18 R18,8 ACH50,100% LED,Uninsulated,"Wood Stud, R-11",None,"Finished, R-38",Ceiling R-19,Uninsulated,Electricity,"Electric Baseboard, 100% Efficiency","AC, SEER 13",Medium,"Asphalt Shingles, Medium",75F,70F,290 Rated kWh,Electric Resistance,94%,Electric,EnergyStar,EF 15.9,Natural Gas Premium,100% Usage
362263,G0600890,3B,2,1970s,3,1698,1,2 Car,"Double, Clear, Non-metal, Air",F12 B12 L12 R12,5 ACH50,100% LED,None,"Wood Stud, R-7",R-19,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",High,"Metal, Dark",68F,75F,290 Rated kWh,Electric Induction,94%,Gas,EnergyStar,EF 17.6,Electric Standard,200% Usage
48900,G0600890,3B,4,2000s,2,2179,1,None,"Double, Clear, Non-metal, Air",F9 B9 L9 R9,4 ACH50,100% LED,None,"Wood Stud, R-19",None,"Finished, R-30",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",78F,68F,318 Rated kWh,Gas,94%,Gas,EnergyStar,EF 17.6,Natural Gas Premium,100% Usage
42398,G0600890,3B,3,1960s,4,1698,1,2 Car,"Single, Clear, Metal",F9 B9 L9 R9,15 ACH50,100% CFL,None,"Wood Stud, Uninsulated",None,"Finished, R-30",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE",None,Low,"Asphalt Shingles, Medium",78F,68F,290 Rated kWh,Gas,94%,Electric,EnergyStar,EF 17.6,Natural Gas Premium,50% Usage
407536,G0600890,3B,2,1970s,3,1698,1,None,"Double, Clear, Non-metal, Air",F18 B18 L18 R18,25 ACH50,100% CFL,None,"Wood Stud, Uninsulated",None,"Finished, R-38",None,None,Electricity,"Electric Baseboard, 100% Efficiency",None,Medium,"Asphalt Shingles, Medium",76F,70F,None,Gas,94%,None,None,EF 19.9,Natural Gas Premium,100% Usage
429503,G0600890,3B,3,1970s,5,2179,2,2 Car,"Double, Clear, Non-metal, Air, Exterior Clear Storm",F9 B9 L9 R9,10 ACH50,100% CFL,None,"Wood Stud, Uninsulated",None,"Finished, R-19",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Medium,"Tile, Concrete",72F,67F,290 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 21.9,Natural Gas Premium,100% Usage
454374,G0600830,3C,1,1980s,3,1228,1,None,"Double, Clear, Non-metal, Air",F6 B6 L6 R6,15 ACH50,100% LED,None,"Wood Stud, R-11",R-19,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 10",Medium,"Tile, Concrete",72F,72F,318 Rated kWh,Gas,94%,Gas,EnergyStar,EF 15.9,Natural Gas Tankless,100% Usage
377407,G0600830,3C,2,1990s,3,2179,2,2 Car,"Triple, Low-E, Non-metal, Air, L-Gain",F15 B15 L15 R15,8 ACH50,100% CFL,None,"Wood Stud, R-11",R-30,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 76% AFUE","AC, SEER 13",High,Wood Shingles,75F,68F,290 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 6.7,Natural Gas Tankless,200% Usage
86665,G0600830,3C,1,1960s,3,1698,1,None,"Double, Clear, Metal, Air",F12 B12 L12 R12,20 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-13",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,"Tile, Clay or Ceramic",80F,68F,318 Rated kWh,Gas,94%,Gas,Standard,EF 19.9,Natural Gas Standard,100% Usage
373757,G0600830,3C,2,1960s,3,1698,1,None,"Double, Clear, Non-metal, Air",F18 B18 L18 R18,40 ACH50,100% LED,None,"Wood Stud, Uninsulated",None,"Finished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Low,"Metal, Dark",80F,68F,318 Rated kWh,Electric Resistance,94%,Electric,EnergyStar,EF 6.7,Natural Gas Tankless,50% Usage
416778,G0600830,3C,2,1940s,3,2179,2,None,"Double, Clear, Metal, Air",F15 B15 L15 R15,15 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE",None,Low,Composition Shingles,75F,68F,290 Rated kWh,Gas,94%,Gas,Standard,EF 19.9,Natural Gas Standard,50% Usage
176377,G0600830,3C,4,1970s,2,2678,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F12 B12 L12 R12,20 ACH50,100% Incandescent,None,"Wood Stud, Uninsulated",None,"Finished, R-7",None,None,Natural Gas,"Fuel Furnace, 80% AFUE",None,Medium,Composition Shingles,80F,72F,290 Rated kWh,Electric Resistance,94%,Electric,EnergyStar,EF 21.9,Natural Gas Standard,100% Usage
402986,G0601150,3B,2,1960s,3,1228,1,None,"Single, Clear, Metal, Exterior Clear Storm",F9 B9 L9 R9,30 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-38,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE",None,Medium,Composition Shingles,72F,75F,318 Rated kWh,Gas,94%,Gas,Standard,EF 15.9,Natural Gas Standard,100% Usage
502731,G0601150,3B,2,2000s,4,2179,1,1 Car,"Double, Low-E, Non-metal, Air, M-Gain",F18 B18 L18 R18,5 ACH50,100% Incandescent,None,"Wood Stud, R-19",None,"Finished, R-30",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",65F,72F,290 Rated kWh,Gas,94%,Electric,EnergyStar,EF 19.9,Natural Gas Standard,100% Usage
415009,G0601150,3B,3,2000s,4,2678,2,3 Car,"Double, Clear, Metal, Air",F15 B15 L15 R15,10 ACH50,100% LED,None,"Wood Stud, R-19",R-30,"Unfinished, Uninsulated",None,None,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",High,Composition Shingles,78F,72F,318 Rated kWh,Electric Resistance,94%,Electric,EnergyStar,EF 19.9,Electric Standard,200% Usage
468717,G0601150,3B,1,1990s,2,2179,2,2 Car,"Double, Clear, Non-metal, Air",F6 B6 L6 R6,25 ACH50,100% LED,None,"Wood Stud, R-11",R-38,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",High,Composition Shingles,72F,65F,290 Rated kWh,Gas,94%,Electric,Standard,EF 19.9,Natural Gas Premium,200% Usage
506054,G0601150,3B,5,1990s,4,634,2,1 Car,"Single, Clear, Metal",F9 B9 L9 R9,25 ACH50,100% CFL,None,"Wood Stud, R-19",R-30,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 15",Medium,Composition Shingles,78F,60F,318 Rated kWh,Electric Resistance,94%,Electric,Standard,None,Natural Gas Standard,100% Usage
353673,G0601150,3B,1,1990s,3,1698,1,2 Car,"Double, Clear, Non-metal, Air",F9 B9 L9 R9,5 ACH50,100% LED,None,"Wood Stud, R-11",R-30,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 76% AFUE","AC, SEER 15",High,"Metal, Dark",68F,68F,290 Rated kWh,Electric Resistance,94%,Gas,EnergyStar,EF 15.9,Natural Gas Standard,200% Usage
451779,G0601030,3B,4,1980s,4,2179,1,2 Car,"Triple, Low-E, Non-metal, Air, L-Gain",F30 B30 L30 R30,10 ACH50,100% Incandescent,None,"Wood Stud, R-11",None,"Finished, R-19",None,None,Electricity,"Electric Baseboard, 100% Efficiency","AC, SEER 13",Low,"Asphalt Shingles, Medium",78F,72F,290 Rated kWh,Gas,94%,Electric,Standard,EF 19.9,Natural Gas Premium,50% Usage
20969,G0601030,3B,1,1940s,2,1698,2,None,"Single, Clear, Non-metal",F6 B6 L6 R6,20 ACH50,100% Incandescent,None,"Wood Stud, Uninsulated",R-30,"Unfinished, Uninsulated",None,None,Electricity,"Electric Furnace, 100% AFUE",None,Low,Composition Shingles,78F,72F,318 Rated kWh,Gas,94%,Electric,Standard,EF 6.7,Electric Tankless,50% Usage
145947,G0601030,3B,2,1960s,4,1698,1,None,"Double, Clear, Metal, Air",F15 B15 L15 R15,20 ACH50,100% Incandescent,None,"Wood Stud, Uninsulated",R-7,"Unfinished, Uninsulated",None,None,Electricity,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,Low,"Asphalt Shingles, Medium",75F,75F,318 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 17.6,Natural Gas Standard,50% Usage
77836,G0601030,3B,7,1960s,3,1698,2,2 Car,"Single, Clear, Non-metal",F9 B9 L9 R9,8 ACH50,100% CFL,None,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,"Tile, Clay or Ceramic",78F,78F,318 Rated kWh,Gas,94%,Gas,Standard,EF 17.6,Natural Gas Standard,100% Usage
134804,G0601030,3B,3,1970s,3,1228,1,None,"Single, Clear, Metal",F9 B9 L9 R9,10 ACH50,100% Incandescent,None,"Wood Stud, R-7",None,"Finished, R-49",None,None,Electricity,"Electric Baseboard, 100% Efficiency","Room AC, EER 9.8",Medium,Composition Shingles,80F,75F,None,Electric Resistance,94%,Electric,Standard,EF 17.6,Natural Gas Premium,100% Usage
424918,G0601030,3B,2,2000s,4,2179,2,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F6 B6 L6 R6,6 ACH50,100% Incandescent,Uninsulated,"Wood Stud, R-19",R-30,"Unfinished, Uninsulated",Ceiling R-19,Uninsulated,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",Medium,Composition Shingles,68F,68F,318 Rated kWh,Electric Resistance,94%,Electric,EnergyStar,EF 10.5,Electric Premium,100% Usage
348530,G0600050,4B,1,1990s,4,1698,2,None,"Single, Clear, Metal",F18 B18 L18 R18,7 ACH50,100% Incandescent,None,"Wood Stud, R-11",None,"Finished, R-30",Ceiling R-13,None,Natural Gas,"Fuel Furnace, 76% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",72F,70F,290 Rated kWh,Gas,94%,Electric,Standard,EF 17.6,Electric Premium,100% Usage
491104,G0600050,4B,1,1980s,3,2179,1,2 Car,"Double, Clear, Metal, Air",F12 B12 L12 R12,15 ACH50,100% LED,None,"Wood Stud, R-11",R-13,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",Low,Composition Shingles,76F,60F,318 Rated kWh,Electric Resistance,94%,Gas,EnergyStar,EF 19.9,Natural Gas Standard,50% Usage
303751,G0600050,4B,2,2000s,3,1228,2,1 Car,"Double, Clear, Metal, Air",F12 B12 L12 R12,4 ACH50,100% CFL,None,"Wood Stud, R-19",R-30,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",High,Composition Shingles,76F,70F,318 Rated kWh,Gas,94%,Gas,Standard,EF 17.6,Natural Gas Standard,200% Usage
322194,G0600050,4B,1,2000s,2,881,1,1 Car,"Double, Clear, Metal, Air",F12 B12 L12 R12,7 ACH50,100% LED,None,"Wood Stud, R-19",None,"Finished, R-38",None,None,Electricity,"Electric Baseboard, 100% Efficiency","AC, SEER 13",Low,Composition Shingles,75F,70F,None,Propane,94%,Electric,EnergyStar,EF 19.9,Natural Gas Standard,50% Usage
439213,G0600050,4B,2,2000s,2,3310,2,3 Car,"Double, Clear, Metal, Air",F9 B9 L9 R9,6 ACH50,100% LED,None,"Wood Stud, R-19",R-38,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 15",Medium,Composition Shingles,76F,75F,318 Rated kWh,Gas,94%,Electric,EnergyStar,EF 17.6,Natural Gas Premium,100% Usage
315110,G0600050,4B,3,2000s,3,881,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F18 B18 L18 R18,10 ACH50,100% Incandescent,None,"Wood Stud, R-11",None,"Finished, R-30",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,"Tile, Concrete",70F,80F,290 Rated kWh,Gas,94%,Gas,Standard,EF 19.9,Natural Gas Tankless,100% Usage
512944,G0601090,4B,1,1960s,3,1698,2,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F18 B18 L18 R18,10 ACH50,100% LED,None,"Wood Stud, Uninsulated",None,"Finished, R-38",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE",None,Medium,"Asphalt Shingles, Medium",68F,75F,290 Rated kWh,Electric Resistance,94%,Electric,EnergyStar,EF 17.6,Natural Gas Premium,100% Usage
163955,G0601090,4B,5,1990s,2,881,1,None,"Single, Clear, Metal",F9 B9 L9 R9,5 ACH50,100% LED,None,"Wood Stud, R-11",R-49,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 10",Medium,"Tile, Concrete",60F,70F,290 Rated kWh,Gas,94%,None,None,EF 19.9,Natural Gas Premium,100% Usage
531164,G0601090,4B,3,1940s,3,2678,1,None,"Single, Clear, Non-metal, Exterior Clear Storm",F9 B9 L9 R9,10 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-7,"Unfinished, Uninsulated",None,None,Electricity,"Electric Baseboard, 100% Efficiency","Room AC, EER 12.0",Low,"Metal, Dark",68F,65F,290 Rated kWh,Electric Resistance,94%,Gas,EnergyStar,EF 17.6,Natural Gas Premium,50% Usage
18361,G0601090,4B,3,<1940,2,1228,2,None,"Single, Clear, Non-metal",F9 B9 L9 R9,15 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-7",Uninsulated,Uninsulated,Electricity,"Electric Baseboard, 100% Efficiency",None,Medium,"Asphalt Shingles, Medium",68F,60F,318 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 19.9,Electric Standard,100% Usage
534637,G0601090,4B,7,1950s,4,3310,2,None,"Double, Clear, Metal, Air",F12 B12 L12 R12,15 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-19",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 10",High,"Asphalt Shingles, Medium",70F,68F,318 Rated kWh,Gas,94%,Gas,Standard,EF 17.6,Natural Gas Standard,200% Usage
278010,G0601090,4B,1,2000s,2,1228,1,1 Car,"Triple, Low-E, Non-metal, Air, L-Gain",F12 B12 L12 R12,10 ACH50,100% Incandescent,None,"Wood Stud, R-19",R-38,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Low,"Metal, Dark",75F,70F,290 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 17.6,Natural Gas Standard,50% Usage
368178,G0600510,6B,3,2000s,4,2179,2,None,"Triple, Low-E, Non-metal, Air, L-Gain",F9 B9 L9 R9,10 ACH50,100% LED,Uninsulated,"Wood Stud, R-19",R-30,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 10",Medium,Composition Shingles,76F,68F,318 Rated kWh,Gas,94%,Gas,Standard,EF 21.9,Natural Gas Standard,100% Usage
186014,G0600510,6B,4,1970s,3,1228,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,20 ACH50,100% LED,Uninsulated,"Wood Stud, R-7",R-30,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Electricity,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,Medium,"Tile, Concrete",76F,70F,318 Rated kWh,Electric Resistance,94%,Electric,EnergyStar,EF 19.9,Natural Gas Standard,100% Usage
183484,G0600510,6B,4,1990s,3,1228,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F12 B12 L12 R12,8 ACH50,100% LED,None,"Wood Stud, R-15",R-30,"Unfinished, Uninsulated",Uninsulated,None,Natural Gas,"Fuel Furnace, 92.5% AFUE",None,Medium,"Tile, Clay or Ceramic",75F,67F,318 Rated kWh,Gas,94%,Electric,EnergyStar,EF 21.9,Natural Gas Tankless,100% Usage
81322,G0600510,6B,2,1980s,3,2179,1,1 Car,"Double, Clear, Non-metal, Air",F12 B12 L12 R12,15 ACH50,100% CFL,Uninsulated,"Wood Stud, R-11",None,"Finished, R-7",Ceiling R-19,Uninsulated,Electricity,"Electric Baseboard, 100% Efficiency","AC, SEER 13",Medium,Composition Shingles,70F,70F,290 Rated kWh,Propane,94%,Propane,Standard,EF 19.9,Natural Gas Standard,100% Usage
546185,G0600510,6B,1,1950s,3,1698,2,1 Car,"Double, Clear, Non-metal, Air",F30 B30 L30 R30,8 ACH50,100% LED,None,"Wood Stud, Uninsulated",None,"Finished, R-19",None,None,Natural Gas,"Fuel Furnace, 80% AFUE",None,Low,"Asphalt Shingles, Medium",65F,68F,290 Rated kWh,Gas,94%,Gas,Standard,EF 6.7,Natural Gas Premium,50% Usage
376068,G0600510,6B,2,1960s,5,2678,2,1 Car,"Double, Low-E, Non-metal, Air, M-Gain",F12 B12 L12 R12,10 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-19",Uninsulated,Uninsulated,Electricity,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,Medium,Composition Shingles,75F,67F,318 Rated kWh,Electric Resistance,94%,Electric,EnergyStar,EF 17.6,Natural Gas Premium,100% Usage
8777,G0600610,3B,2,2010s,2,2179,2,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,4 ACH50,100% CFL,None,"Wood Stud, R-19",None,"Finished, R-30",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Medium,Slate,70F,65F,318 Rated kWh,Gas,94%,Electric,EnergyStar,EF 17.6,Natural Gas Standard,100% Usage
157717,G0600610,3B,3,2000s,1,881,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,7 ACH50,100% LED,Uninsulated,"Wood Stud, R-19",R-38,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",Medium,"Asphalt Shingles, Medium",75F,70F,318 Rated kWh,Gas,94%,Electric,Standard,EF 15.9,Natural Gas Standard,100% Usage
327294,G0600610,3B,1,1960s,3,1228,1,1 Car,"Single, Clear, Metal",F9 B9 L9 R9,15 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-19",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",78F,68F,318 Rated kWh,Gas,94%,Gas,EnergyStar,EF 19.9,Natural Gas Standard,100% Usage
534541,G0600610,3B,3,1960s,3,1698,1,1 Car,"Double, Clear, Metal, Air",F15 B15 L15 R15,15 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-30",Uninsulated,Uninsulated,Electricity,"Electric Baseboard, 100% Efficiency","AC, SEER 10",Medium,Slate,76F,78F,290 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 17.6,Natural Gas Standard,100% Usage
366776,G0600610,3B,1,1970s,4,2678,2,3 Car,"Single, Clear, Metal",F15 B15 L15 R15,7 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-7,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",High,"Tile, Concrete",78F,68F,318 Rated kWh,Gas,94%,Electric,Standard,EF 15.9,Natural Gas Standard,200% Usage
292629,G0600610,3B,7,<1940,4,3310,2,1 Car,"Single, Clear, Metal",F15 B15 L15 R15,7 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-7",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",High,Composition Shingles,70F,70F,318 Rated kWh,Gas,94%,Gas,Standard,EF 17.6,Natural Gas Tankless,200% Usage
402260,G0600130,3B,2,1950s,3,1228,1,None,"Single, Clear, Metal",F30 B30 L30 R30,15 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Boiler, 80% AFUE",None,Medium,"Asphalt Shingles, Medium",70F,70F,318 Rated kWh,Gas,94%,Gas,Standard,EF 17.6,Natural Gas Standard,100% Usage
274660,G0600130,3B,2,2000s,4,2678,1,None,"Double, Clear, Non-metal, Air",F18 B18 L18 R18,2 ACH50,100% CFL,Uninsulated,"Wood Stud, R-11",None,"Finished, R-38",Ceiling R-19,Uninsulated,Electricity,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,High,"Tile, Clay or Ceramic",75F,75F,318 Rated kWh,Gas,94%,Electric,EnergyStar,EF 15.9,Natural Gas Premium,200% Usage
443733,G0600130,3B,2,2000s,2,881,1,None,"Double, Clear, Metal, Air",F12 B12 L12 R12,8 ACH50,100% Incandescent,Uninsulated,"Wood Stud, R-19",None,"Finished, R-19",Ceiling R-19,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 10",Medium,"Tile, Clay or Ceramic",76F,78F,290 Rated kWh,Gas,94%,Gas,Standard,EF 15.9,Natural Gas Standard,100% Usage
140775,G0600130,3B,1,2000s,3,1698,1,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F15 B15 L15 R15,3 ACH50,100% LED,None,"Wood Stud, R-11",R-30,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,"Tile, Clay or Ceramic",80F,68F,318 Rated kWh,Gas,94%,Gas,Standard,EF 21.9,Natural Gas Standard,100% Usage
541996,G0600130,3B,2,1960s,2,634,1,None,"Double, Clear, Metal, Air",F12 B12 L12 R12,20 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE",None,Medium,Composition Shingles,70F,65F,318 Rated kWh,Gas,94%,Gas,Standard,EF 10.2,Electric Standard,100% Usage
1003,G0600130,3B,4,1950s,4,1228,2,1 Car,"Triple, Low-E, Non-metal, Air, L-Gain",F18 B18 L18 R18,30 ACH50,100% CFL,None,"Wood Stud, Uninsulated",Uninsulated,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE",None,Medium,Composition Shingles,70F,62F,318 Rated kWh,Gas,94%,Electric,EnergyStar,EF 17.6,Natural Gas Premium,100% Usage
268279,G0600530,3C,2,1970s,3,2179,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F15 B15 L15 R15,15 ACH50,100% Incandescent,Uninsulated,"Wood Stud, R-7",None,"Finished, R-38",Uninsulated,Uninsulated,Electricity,"Electric Baseboard, 100% Efficiency",None,High,Wood Shingles,68F,65F,318 Rated kWh,Electric Resistance,94%,Propane,EnergyStar,EF 15.9,Natural Gas Standard,200% Usage
